address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_abs,sold_vs_ask_pct,price_changes,sqft,beds,baths,lot_sqft,year_built,garage,solar,ac_type,property_type,county,municipality,prop_class,nu_code,conflicts,_sources,_fetched
221 TONER RD,07005,Boonton,,2024-10-04,,,722500,,,,,,,12419,1988,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
32 TONER RD,07005,Boonton,,2024-10-04,,,557500,,,,,,,12001,1957,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
440 WILLIAM ST,07005,Boonton,,2024-10-07,,,675000,,,,,,,8751,1958,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
305 OLD BOONTON RD,07005,Boonton,,2024-10-10,,,685000,,,,,,,9601,1979,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
594 ROCKAWAY VALLEY RD,07005,Boonton,,2024-10-11,,,487500,,,,,,,4879,1950,,,,Residential,MORRIS,BOONTON TWP,2,,,nj_records,2026-07-11
21 SUNRISE RD,07005,Boonton,,2024-10-15,,,440000,,,,,,,30928,1947,,,,Residential,MORRIS,BOONTON TWP,2,,,nj_records,2026-07-11
1 SPLIT ROCK RD,07005,Boonton,,2024-10-16,,,615000,,,,,,,30144,1920,,,,Residential,MORRIS,BOONTON TWP,2,,,nj_records,2026-07-11
24 BRADFORD TER,07005,Boonton,,2024-10-16,,,159606,,,,,,,37854,1996,,,,Residential,MORRIS,BOONTON TWP,2,,,nj_records,2026-07-11
4 JULIA CT,07005,Boonton,,2024-10-28,,,1350000,,,,,,,81022,2003,1,,,Residential,MORRIS,BOONTON TWP,2,,,nj_records,2026-07-11
395 ROCKAWAY VALLEY RD,07005,Boonton,,2024-10-29,,,595000,,,,,,,34412,1926,,,,Residential,MORRIS,BOONTON TWP,2,,,nj_records,2026-07-11
9 BROOKVIEW RD,07005,Boonton,,2024-10-29,,,776000,,,,,,,32234,1967,,,,Residential,MORRIS,BOONTON TWP,2,,,nj_records,2026-07-11
321 ROCKAWAY ST,07005,Boonton,,2024-10-30,,,710000,,,,,,,15860,1950,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
326 WOOTTON ST,07005,Boonton,,2024-11-01,,,520000,,,,,,,9914,1850,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
119 KENMORE RD,07005,Boonton,,2024-11-05,,,645900,,,,,,,6499,1915,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
205 MYRTLE AVE,07005,Boonton,,2024-11-06,,,565000,,,,,,,5101,1832,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
43 PUDDINGSTONE DR,07005,Boonton,,2024-11-07,,,599000,,,,,,,13695,1986,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
1267 BIRCH ST,07005,Boonton,,2024-11-21,,,480000,,,,,,,12502,1949,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
432 W MAIN ST,07005,Boonton,,2024-11-22,,,665000,,,,,,,8520,1930,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
333 VREELAND AVE,07005,Boonton,,2024-11-25,,,577500,,,,,,,24720,1976,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
54 BRAE LOCH DR,07005,Boonton,,2024-11-27,,,83382,,,,,,,37854,1996,,,,Residential,MORRIS,BOONTON TWP,2,,,nj_records,2026-07-11
209 HOLMES ST,07005,Boonton,,2024-11-29,,,540000,,,,,,,6251,1880,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
25 SUNRISE RD,07005,Boonton,,2024-12-02,,,700000,,,,,,,27443,1947,,,,Residential,MORRIS,BOONTON TWP,2,,,nj_records,2026-07-11
8 DEER HILL CT,07005,Boonton,,2024-12-02,,,415000,,,,,,,207346,1988,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
211 ROCKAWAY ST,07005,Boonton,,2024-12-03,,,690000,,,,,,,17572,1952,,,,Residential,MORRIS,BOONTON TOWN,2,,,nj_records,2026-07-11
25 FELLS MANOR RD,07006,Caldwell,,2023-07-05,,,650000,,,,,,,,1985,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
16 WESTVILLE AVE,07006,Caldwell,,2023-07-06,,,615000,,,,,,,,1900,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
24 FELLS MANOR RD,07006,Caldwell,,2023-07-07,,,665000,,,,,,,,1985,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
42 CEDARS RD,07006,Caldwell,,2023-07-07,,,620000,,,,,,,,1965,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
3 LAUREL COURT,07006,Caldwell,,2023-07-12,,,1935000,,,,,,,26715,1988,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
451 MOUNTAIN AVENUE,07006,Caldwell,,2023-07-12,,,1800000,,,,,,,,1986,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
10 HIGHFIELD TERRACE,07006,Caldwell,,2023-07-18,,,1230000,,,,,,,,1967,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
1 FAIRVIEW DRIVE,07006,Caldwell,,2023-07-20,,,880000,,,,,,,,1959,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
187 MOUNTAIN AVENUE,07006,Caldwell,,2023-07-20,,,625000,,,,,,,30056,1923,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
35 CENTRAL AVE,07006,Caldwell,,2023-07-20,,,810000,,,,,,,,1900,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
68 LANE AVE,07006,Caldwell,,2023-07-27,,,675000,,,,,,,9374,1922,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
14 HIGHFIELD TERRACE,07006,Caldwell,,2023-07-28,,,1150000,,,,,,,,1968,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
85 MOUNTAIN AVENUE,07006,Caldwell,,2023-07-29,,,625000,,,,,,,13944,1955,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
14 RAVINE AVE,07006,Caldwell,,2023-07-31,,,627000,,,,,,,,1900,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
35 WAKEFIELD PL,07006,Caldwell,,2023-08-04,,,680000,,,,,,,14248,1900,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
39 WILLOW BROOK DRIVE,07006,Caldwell,,2023-08-07,,,1150000,,,,,,,,1969,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
5 SEYMOUR ST,07006,Caldwell,,2023-08-07,,,851000,,,,,,,15002,1955,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
194 WESTVILLE AVE,07006,Caldwell,,2023-08-09,,,474900,,,,,,,,1920,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
226 GRANDVIEW AVENUE,07006,Caldwell,,2023-08-10,,,629000,,,,,,,,1955,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
53 FERNDALE ROAD,07006,Caldwell,,2023-08-14,,,725000,,,,,,,,1925,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
9 BYRON ROAD,07006,Caldwell,,2023-08-14,,,1450000,,,,,,,,1970,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
69 FOREST AVE,07006,Caldwell,,2023-08-17,,,761000,,,,,,,,1914,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
14 GROVER LA,07006,Caldwell,,2023-08-18,,,1325000,,,,,,,26249,1952,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
27 CENTRAL AVE UNIT 3,07006,Caldwell,,2023-08-18,,,315000,,,,,,,,2017,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
160 GRANDVIEW AVENUE,07006,Caldwell,,2023-08-21,,,755000,,,,,,,,1953,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
18 HAMILTON DRIVE EAST,07006,Caldwell,,2023-08-21,,,870000,,,,,,,,1951,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
179 ROSELAND AVE UNIT 3,07006,Caldwell,,2023-08-23,,,400000,,,,,,,,2003,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
9 HAMILTON DRIVE WEST,07006,Caldwell,,2023-08-28,,,1800000,,,,,,,,1953,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
91 ROSELAND AVE C10,07006,Caldwell,,2023-08-28,,,500000,,,,,,,,2004,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
15 ROOSEVELT BOULEVARD,07006,Caldwell,,2023-08-29,,,870000,,,,,,,,1956,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
59 ROSELAND AVE UNIT 29,07006,Caldwell,,2023-08-30,,,255000,,,,,,,,1962,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
18 MAGNOLIA LA,07006,Caldwell,,2023-09-01,,,412500,,,,,,,,1986,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
1 SUNSET DRIVE,07006,Caldwell,,2023-09-05,,,775000,,,,,,,,1953,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
13 CLEVELAND ST,07006,Caldwell,,2023-09-05,,,592100,,,,,,,9274,1894,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
234 MOUNTAIN AVENUE,07006,Caldwell,,2023-09-13,,,685000,,,,,,,32670,1905,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
26 DORSET CIRCLE,07006,Caldwell,,2023-09-22,,,630000,,,,,,,,1985,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
62 CENTRAL AVE,07006,Caldwell,,2023-09-22,,,675000,,,,,,,3498,1928,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
12 CENTRAL AVE,07006,Caldwell,,2023-09-25,,,600000,,,,,,,,1900,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
1 DOMESSINA LA UNIT F6,07006,Caldwell,,2023-09-26,,,450000,,,,,,,,1988,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
15 LEAYCRAFT LA,07006,Caldwell,,2023-09-26,,,575000,,,,,,,,1939,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
32 CENTRAL AVE,07006,Caldwell,,2023-10-04,,,670000,,,,,,,,1900,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
14 WILLOW BROOK DRIVE,07006,Caldwell,,2023-10-05,,,790000,,,,,,,,1951,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
4 DOMESSINA LA UNIT D2,07006,Caldwell,,2023-10-05,,,430000,,,,,,,,1988,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
5 JENNIFER COURT,07006,Caldwell,,2023-10-05,,,605000,,,,,,,,1994,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
7 STEPPING RIDGE,07006,Caldwell,,2023-10-05,,,605000,,,,,,,,1988,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
7 ETON DRIVE,07006,Caldwell,,2023-10-06,,,1242500,,,,,,,,1971,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
35 ESTELLA AVENUE,07006,Caldwell,,2023-10-11,,,1550000,,,,,,,17206,1995,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
67 BEACHMONT TERRACE,07006,Caldwell,,2023-10-11,,,2040000,,,,,,,28092,2001,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
65 BROOKSIDE TERRACE,07006,Caldwell,,2023-10-16,,,1111111,,,,,,,,1989,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
15 STEPPING RIDGE,07006,Caldwell,,2023-10-17,,,580000,,,,,,,,1991,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
14 WASHBURN PL,07006,Caldwell,,2023-10-20,,,805000,,,,,,,7148,1916,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
87 ROSELAND AVE UNIT 96,07006,Caldwell,,2023-10-25,,,266000,,,,,,,,1962,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
59 ROSELAND AVE UNIT 30,07006,Caldwell,,2023-10-27,,,258000,,,,,,,,1962,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
23 ESPY RD UNIT B7,07006,Caldwell,,2023-10-30,,,355000,,,,,,,,1988,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
51 ESPY RD UNIT 20B,07006,Caldwell,,2023-11-02,,,281117,,,,,,,,1964,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
2 DOMESSINA LA UNIT D5,07006,Caldwell,,2023-11-03,,,350000,,,,,,,,1988,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
18 ANDREA DRIVE,07006,Caldwell,,2023-11-08,,,525000,,,,,,,,1988,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
1 OAK GROVE RD UNIT 2B,07006,Caldwell,,2023-11-13,,,306000,,,,,,,,1963,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
5 SKYLINE DRIVE,07006,Caldwell,,2023-11-15,,,950000,,,,,,,22621,1967,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
37 EAST GREENBROOK ROAD,07006,Caldwell,,2023-11-16,,,825000,,,,,,,,2024,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
14 KNOLLWOOD TERR,07006,Caldwell,,2023-11-20,,,1125000,,,,,,,18500,1917,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
14 SKYLINE DRIVE,07006,Caldwell,,2023-11-20,,,550000,,,,,,,20978,1967,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
24 ANDREA DRIVE,07006,Caldwell,,2023-11-21,,,565000,,,,,,,,1988,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
3 ORCHARD SQUARE,07006,Caldwell,,2023-11-21,,,400000,,,,,,,9749,1973,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
5 OLD FARM ROAD,07006,Caldwell,,2023-11-21,,,1475000,,,,,,,,1956,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
22 FRANCIS PL,07006,Caldwell,,2023-11-27,,,881000,,,,,,,,1921,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
5 DOMESSINA LA UNIT E3,07006,Caldwell,,2023-11-27,,,390000,,,,,,,,1988,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
22 WESTOVER AVE,07006,Caldwell,,2023-12-01,,,801000,,,,,,,,1939,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
9 EAST GREENBROOK ROAD,07006,Caldwell,,2023-12-01,,,1575000,,,,,,,63598,1790,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
12 GLENVIEW ROAD,07006,Caldwell,,2023-12-06,,,900000,,,,,,,,1922,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
8 JENNIFER COURT,07006,Caldwell,,2023-12-08,,,591000,,,,,,,,1991,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
356 CENTRAL AVENUE,07006,Caldwell,,2023-12-15,,,785000,,,,,,,,1978,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
7 DOGWOOD PLACE,07006,Caldwell,,2023-12-18,,,675000,,,,,,,,1956,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
79 ROSELAND AVE UNIT 83,07006,Caldwell,,2023-12-22,,,255000,,,,,,,,1962,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
18 LEAYCRAFT LA,07006,Caldwell,,2023-12-27,,,990000,,,,,,,8751,1950,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
5 CLEVELAND RD,07006,Caldwell,,2024-01-03,,,1075000,,,,,,,11326,2004,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
14 GROVE ST,07006,Caldwell,,2024-01-04,,,1215000,,,,,,,,1950,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
45 CLEVELAND ST,07006,Caldwell,,2024-01-07,,,460000,,,,,,,,1900,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
34 ORCHARD SQUARE,07006,Caldwell,,2024-01-10,,,615000,,,,,,,6752,1914,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
32 HAMILTON DRIVE EAST,07006,Caldwell,,2024-01-11,,,950000,,,,,,,23374,1962,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
9 DOGWOOD PLACE,07006,Caldwell,,2024-01-11,,,800000,,,,,,,,1958,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
1 CANTERBURY DRIVE,07006,Caldwell,,2024-01-12,,,885000,,,,,,,,1968,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
1 ORCHARD SQUARE,07006,Caldwell,,2024-01-24,,,385000,,,,,,,,1932,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
61 SMULL AVE,07006,Caldwell,,2024-01-29,,,430000,,,,,,,,1889,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
44 RAVINE AVE,07006,Caldwell,,2024-02-03,,,560000,,,,,,,,1931,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
21 SMULL AVE,07006,Caldwell,,2024-02-07,,,520000,,,,,,,8499,1922,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
4-1 CENTRAL AVE,07006,Caldwell,,2024-02-09,,,680000,,,,,,,,2016,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
27 ESPY RD UNIT A6,07006,Caldwell,,2024-02-12,,,430000,,,,,,,,1988,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
50 HIGHVIEW RD,07006,Caldwell,,2024-02-16,,,650000,,,,,,,,1954,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
7 ELLA RD,07006,Caldwell,,2024-03-05,,,815000,,,,,,,,1999,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
14 KIRKWOOD PL,07006,Caldwell,,2024-03-08,,,460685,,,,,,,,1927,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
629 STEPHANIE DRIVE,07006,Caldwell,,2024-03-13,,,588000,,,,,,,,1983,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
10 FELLS MANOR RD,07006,Caldwell,,2024-03-14,,,562000,,,,,,,,1985,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
18 SPRUCE ROAD,07006,Caldwell,,2024-03-15,,,975000,,,,,,,,1961,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
56 ESTELLA AVENUE,07006,Caldwell,,2024-03-20,,,945000,,,,,,,,1993,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
44 GREEN PLACE,07006,Caldwell,,2024-03-22,,,1600000,,,,,,,,1970,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
4-2 CENTRAL AVE,07006,Caldwell,,2024-03-25,,,730000,,,,,,,,2016,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
13 CHESTNUT ST,07006,Caldwell,,2024-03-26,,,555000,,,,,,,,1921,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
105 ROSELAND AVE UNIT 102,07006,Caldwell,,2024-04-04,,,490000,,,,,,,,1997,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
32 ACADEMY RD,07006,Caldwell,,2024-04-09,,,680000,,,,,,,8751,1902,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
63 ROSELAND AVE UNIT 37,07006,Caldwell,,2024-04-09,,,260000,,,,,,,,1962,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
10-2 CENTRAL AVE,07006,Caldwell,,2024-04-12,,,710000,,,,,,,,2016,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
118 MOUNTAIN AVENUE,07006,Caldwell,,2024-04-17,,,910000,,,,,,,,1950,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
54 LINDSLEY ROAD,07006,Caldwell,,2024-04-17,,,565000,,,,,,,,1904,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
1 OAK GROVE RD UNIT 2D,07006,Caldwell,,2024-04-19,,,330000,,,,,,,,1963,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
10 GROVER LA,07006,Caldwell,,2024-04-22,,,1375000,,,,,,,,1916,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
48 HILLSIDE AVE,07006,Caldwell,,2024-04-25,,,635000,,,,,,,7950,1950,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
576 MOUNTAIN AVENUE,07006,Caldwell,,2024-04-30,,,830000,,,,,,,86684,1948,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
26 OVERLOOK RD,07006,Caldwell,,2024-05-14,,,815000,,,,,,,,1922,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
11 BLACKBERRY LANE,07006,Caldwell,,2024-05-16,,,1700000,,,,,,,,1988,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
57 FERNDALE ROAD,07006,Caldwell,,2024-05-21,,,760000,,,,,,,,1956,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
25 WHITE OAK DRIVE,07006,Caldwell,,2024-05-23,,,1100000,,,,,,,,1954,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
63 ROSELAND AVE UNIT 52,07006,Caldwell,,2024-05-27,,,275000,,,,,,,,1962,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
26 CLEVELAND RD,07006,Caldwell,,2024-05-29,,,965000,,,,,,,,1949,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
11 WHITE BIRCH TERR,07006,Caldwell,,2024-05-30,,,545000,,,,,,,,1922,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
7 ORIENT WAY,07006,Caldwell,,2024-05-30,,,915000,,,,,,,8799,1968,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
87 ROSELAND AVE UNIT 102,07006,Caldwell,,2024-05-30,,,187000,,,,,,,,1962,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
22 DEER TRAIL ROAD,07006,Caldwell,,2024-06-04,,,930000,,,,,,,,1956,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
155 GRANDVIEW AVENUE,07006,Caldwell,,2024-06-05,,,1180000,,,,,,,33541,1951,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
27 ESPY RD UNIT A5,07006,Caldwell,,2024-06-11,,,380000,,,,,,,,1988,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
30 ROSE AVENUE,07006,Caldwell,,2024-06-11,,,1975000,,,,,,,,2024,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
6 WINDING WAY,07006,Caldwell,,2024-06-11,,,1100000,,,,,,,,1958,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
24 FERNDALE ROAD,07006,Caldwell,,2024-06-12,,,875000,,,,,,,,1928,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
10 PARK LA,07006,Caldwell,,2024-06-18,,,915000,,,,,,,,1937,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
16 LINWOOD TERR,07006,Caldwell,,2024-06-18,,,850000,,,,,,,11252,1897,,,,Residential,ESSEX,CALDWELL BORO TWP,2,A,,nj_records,2026-07-11
28 WILLOW BROOK DRIVE,07006,Caldwell,,2024-06-25,,,1235000,,,,,,,,1970,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
16 ROSE AVENUE,07006,Caldwell,,2024-06-30,,,1380000,,,,,,,,1987,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
21 HICKORY DRIVE,07006,Caldwell,,2024-07-01,,,910000,,,,,,,16200,1957,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
3 BYRON ROAD,07006,Caldwell,,2024-07-02,,,1330000,,,,,,,,1968,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
19 HIGHLAND DRIVE,07006,Caldwell,,2024-07-03,,,950000,,,,,,,,1959,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
103 STEPHANIE DRIVE,07006,Caldwell,,2024-07-10,,,480000,,,,,,,,1983,,,,Residential,ESSEX,NORTH CALDWELL TWP,2,A,,nj_records,2026-07-11
