property_key,address,zip,town,spell,mls_id,list_date,first_seen,last_seen,first_list_price,last_list_price,observations,status,gone_on,price_changed,beds,baths,sqft,lot_sqft,year_built,property_type,lat,lon,url,photo,mls_status,days_on_mls,text
15|potomac|07920,15 Potomac Dr,07920,Basking Ridge,1,4031104,2026-05-31,2026-07-13,2026-07-17,428800,428800,4,active,,,2,1.0,,,1994,Condo,40.659632,-74.545421,https://www.realtor.com/realestateandhomes-detail/15-Potomac-Dr_Basking-Ridge_NJ_07920_M55348-77925,https://ap.rdcpix.com/bf6a02773eae6fb7b4c205b2938c0418l-m2344844814od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,46,"gorgeous completed renovated 2 bedroom 1st floor condo with garage and storage room in basement, brand new kitchen with 42 inch cabinets, corian countertop, brand new stainless stain appliances, center island, hardwood floors, ceramic tiles, new bathroom, double sink vanity, newer central ac/furnace/hotwater heater, club"
15|wedgewood|07920,15 Wedgewood Dr,07920,Basking Ridge,1,4027708,2026-05-14,2026-07-13,2026-07-17,1399000,1399000,4,active,,,6,2.5,,41818,1965,Single Family,40.661363,-74.57111,https://www.realtor.com/realestateandhomes-detail/15-Wedgewood-Dr_Basking-Ridge_NJ_07920_M61926-90045,https://ap.rdcpix.com/b27fc0b8da053e894ea52055d69f36ecl-m3192208561od-w480_h360_x2.webp?w=1080&q=75,PENDING,63,"This one of a kind home showcases an expanded 1st-floor primary suite with a renovated spa-like bath, oversized walk-in closet, 3 extra closets, & sliding doors directly to the rear yard. The main level offers excellent flexibility with an office/bedroom, laundry room, sunroom, formal dining room, 1 extra bedroom, and a powder room. Upstairs, 4 generously sized bedrooms include one with a walk-in closet, along with a full bath and a finished storage room/walk-in attic. The partially finished basement, updated in 2025, adds more rec/living space. A finished two-car garage with new overhead doors, long driveway, and ample parking complete the home. The updated kitchen features premium Bosch appliances, including a side-opening double oven, and overlooks both the front lawn and resort-style backyard. Designed for seamless indoor-outdoor living, the home opens to a stunning backyard retreat "
16|bedford|07920,16 Bedford Dr,07920,Basking Ridge,1,4040507,2026-07-14,2026-07-16,2026-07-17,1335000,1335000,3,active,,,4,3.5,,10890,1999,Single Family,40.653529,-74.611951,https://www.realtor.com/realestateandhomes-detail/16-Bedford-Dr_Basking-Ridge_NJ_07920_M56186-45466,https://ap.rdcpix.com/5037544ecfaf964b69c148e477732a11l-m3138060880od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,2,"Quietly tucked away on a cul-de-sac in Lafayette Watch in The Hills in Basking RIdge, this Shelburne model pairs classic architecture with a spacious floor plan and enduring quality. Sun-filled rooms and beautiful hardwood floors on both the first and second levels create a warm, welcoming atmosphere throughout. At the heart of the home, the expansive kitchen features a large center island, abundant cabinetry, and generous prep space, opening effortlessly to the family room anchored by a fireplace and custom floor to ceiling built in bookshelves. A private office with built-in workspace, formal living and dining rooms, and powder room complete the first level. Upstairs, you'll find an expansive primary suite with large walk-in closet space plus three additional bedrooms offering comfort and privacy for all. The finished lower level with a full bath adds valuable flexibility for recreatio"
16|knollcroft|07920,16 Knollcroft Rd,07920,Basking Ridge,1,4033919,2026-06-11,2026-07-13,2026-07-17,1325000,1325000,4,active,,,5,3.5,3160,38333,1989,Single Family,40.678491,-74.556815,https://www.realtor.com/realestateandhomes-detail/16-Knollcroft-Rd_Basking-Ridge_NJ_07920_M55238-63653,https://ap.rdcpix.com/c17c248340c400c920818af4ff2836cel-m3438883437od-w480_h360_x2.webp?w=1080&q=75,PENDING,35,"Situated on a beautifully landscaped lot, this sun-filled 5-bedroom, 3.5-bath Colonial combines timeless elegance with modern comfort. Featuring exceptional curb appeal, a classic wraparound front porch, and thoughtfully updated interiors, this meticulously maintained home offers both sophisticated living and everyday functionality. A welcoming foyer opens to the formal LR and DR, highlighted by neutral d cor and abundant natural light. The eat-in kitchen features granite countertops, a center island w seating, ample cabinetry, and generous workspace. The kitchen opens to an expansive Brazilian IPE deck and charming gazebo overlooking the beautifully maintained backyard. The FR serves as the heart of the home, boasting soaring ceilings, a w/b fireplace, and windows with picturesque property views. Direct deck access creates seamless indoor-outdoor living. The first floor also includes a "
16|lenape|07920,16 Lenape Ct,07920,Basking Ridge,1,4023800,2026-04-28,2026-07-13,2026-07-17,1399000,1399000,4,active,,,5,3.5,,27007,1986,Single Family,40.678602,-74.543222,https://www.realtor.com/realestateandhomes-detail/16-Lenape-Ct_Basking-Ridge_NJ_07920_M69776-70007,https://ap.rdcpix.com/3c0a2f26e4efa9c9899115b1c7e56ad4l-m1431316788od-w480_h360_x2.webp?w=1080&q=75,PENDING,79,"Set on a quiet cul-de-sac in The Summit, one of Basking Ridge's sought-after neighborhoods, this beautiful 4/5 bedroom, 3.1 bath center hall Colonial delivers the space, setting, and flexibility today's buyers are looking for. A light-filled foyer sets a warm and welcoming tone that carries throughout the home, where spacious rooms and a thoughtful layout create an easy, livable flow. The bright, updated eat-in kitchen features stainless steel appliances and a center island with granite countertops, and opens directly to a large deck overlooking a private, park-like yard. The main level offers bright, generously sized formal living and dining rooms, a convenient laundry room, and a stunning two-story family room with skylights and a wood-burning brick fireplace, creating a warm, inviting focal point. A versatile additional room with an adjacent full bath provides the ideal space for a ho"
18|clark|07920,18 Clark Ct,07920,Basking Ridge,1,4039535,2026-07-09,2026-07-13,2026-07-17,749999,749999,4,active,,,3,2.5,1928,,1996,Condo,40.653339,-74.617754,https://www.realtor.com/realestateandhomes-detail/18-Clark-Ct_Basking-Ridge_NJ_07920_M58247-48873,https://ap.rdcpix.com/f5c9e92b00c2a0847587ffe8ebdda3cdl-m3267202051od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,7,"Welcome home to this beautifully 3 updated bedroom, 2.5 bath townhouse in the prestigious Hamilton Woods community of Basking Ridge. Bright and inviting, east facing, sun filled bright the home features soaring ceilings, hardwood floors, an open floor plan, and a private patio perfect for relaxing and entertaining. Freshly repainted, new roof (2025), new water heater (2025), newer HVAC (2023), Samsung Bespoke smart appliances (2023), whole-house water softener, and drinking water filtration system. Enjoy wonderful community amenities and the convenience of being just a 5-minute walk from Mount Prospect Elementary School."
191|leeshill|07920,191 Lees Hill Rd,07920,Basking Ridge,1,4033316,2026-06-09,2026-07-13,2026-07-17,1925000,1925000,4,active,,,,,,200812,,Land,40.725279,-74.521856,https://www.realtor.com/realestateandhomes-detail/191-Lees-Hill-Rd_Basking-Ridge_NJ_07920_M54220-94216,https://ap.rdcpix.com/9cb8eda8fa60b978a0284060825112fal-m1339812915od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,37,
195|english|07920,195 English Pl,07920,Basking Ridge,1,4031389,2026-06-01,2026-07-13,2026-07-17,239969,239969,4,active,,,2,1.0,,,1986,Condo,40.6556,-74.566559,https://www.realtor.com/realestateandhomes-detail/195-English-Pl_Basking-Ridge_NJ_07920_M69639-43025,https://ap.rdcpix.com/dee1ca3f7b6267afab1bc67a034fc6d7l-m539091558od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,45,"Wonderful opportunity to live in two-bedroom, one full bath first floor condo in a nice community! In unit laundry, patio, covered entrance, one assigned parking space, and plenty of guest parking add to its appeal. Society Hill includes a pool, clubhouse, playground, tennis courts, bike path, and sidewalks ideal for strolling. The location is close to shopping, dining, highly rated schools, NJ Transit train service, and major routes including 287, 22, and 78. This is a ""Moderate-Income Unit Affordable Housing"" unit. Buyer must meet annual income restrictions and requirements and be approved by Central Jersey Housing Resource Center before an offer can be accepted. See CJHRC.Org for more info."
19|eton|07920,19 Eton Pl,07920,Basking Ridge,1,4022172,2026-04-21,2026-07-13,2026-07-13,1295000,1295000,1,gone,2026-07-16,,,,,,,,,,,,,,
209|lake|07920,209 Lake Rd,07920,Basking Ridge,1,NJSO2004886,2025-12-29,2026-07-13,2026-07-17,1299000,1299000,4,active,,,5,3.5,3644,54014,1967,Single Family,40.691428,-74.568287,https://www.realtor.com/realestateandhomes-detail/209-Lake-Rd_Basking-Ridge_NJ_07920_M52580-82951,https://ap.rdcpix.com/b44be10efbc45c0ef572e0059384eccel-m3956443299od-w480_h360_x2.webp?w=1080&q=75,CONTINGENT,199,"This winter, imagine cozying up beside one of your THREE wood-burning fireplaces. Then, when the night winds down, retreat to your FIRST-FLOOR PRIMARY suite, a private sanctuary. The spa-inspired bath offers every luxury steam shower, soaking tub, dual vanity, and private water closet. This home radiates humble charm & elevated comfort, with a hilltop-retreat feel rarely found in Basking Ridge. Beautifully expanded & well maintained, this residence sits on 1.24 east-facing acres. At the heart of the home, the huge open-concept kitchen & dining area, complete with its own fireplace, invites gathering, conversation, & connection. Just steps away, the sun-filled two-story family room delivers remarkable scale & warmth, featuring another striking fireplace & French doors that open effortlessly to the deck and patio. The main level continues w/ two additional bedrooms and two full baths, alon"
20|heather|07920,20 Heather Ln,07920,Basking Ridge,1,4030393,2026-05-27,2026-07-13,2026-07-17,1250000,1250000,4,active,,,4,2.5,,39640,1986,Single Family,40.686925,-74.533861,https://www.realtor.com/realestateandhomes-detail/20-Heather-Ln_Basking-Ridge_NJ_07920_M65572-05898,https://ap.rdcpix.com/7e6c7254623337aedd86a198ad30a0a8l-m1402307890od-w480_h360_x2.webp?w=1080&q=75,PENDING,50,"Welcome to one of Bernards Township's most sought after neighborhoods. This stunning 4 bedroom, 2.5 bath contemporary home is filled with natural light thanks to an abundance of windows and skylights throughout the property. From the moment you enter, you'll appreciate the open and airy layout featuring a spacious great room with combined living and dining areas, perfect for everyday living and entertaining alike.The updated kitchen offers a center island, dual ovens, granite countertops, ample cabinet space, and sliding door access to the large rear deck. Hardwood floors flow throughout the home, adding warmth and elegance to every room. All four bedrooms are generously sized, including a spacious primary suite designed for comfort and functionality.The partially finished basement provides flexible space for a recreation room, home office, gym, or additional storage. Step outside and en"
20|hopkinson|07920,20 Hopkinson Ct,07920,Basking Ridge,1,4022187,2026-04-21,2026-07-13,2026-07-17,689900,689900,4,active,,,2,2.5,,,1996,Condo,40.654054,-74.616381,https://www.realtor.com/realestateandhomes-detail/20-Hopkinson-Ct_Basking-Ridge_NJ_07920_M67663-21732,https://ap.rdcpix.com/259a84358fc153d72d00a64a62b6dff7l-m1726062983od-w480_h360_x2.webp?w=1080&q=75,PENDING,86,"Welcome to this beautifully maintained two-bedroom, two-and-a-half-bath townhome with refined living and a finished walkout basement nestled in one of the Hills' most coveted townhome communities, Hamilton Woods. A gracious foyer sets the tone, opening to a two-story family room that is drenched with natural light and offers views of the wooded backdrop. Honey-stained wood flooring graces the first level, adding warmth and character to every room. A tumbled marble powder room completes the first floor. The eat-in kitchen opens to an expansive (23x16) Bellari-built AZEK TimberTech deck a great space for entertaining or enjoying morning coffee. A separate dining room creates a seamless flow for hosting guests in style. Upstairs, the primary suite impresses with a cathedral ceiling, walk-in closet, and a full bath. The second bedroom is bright and versatile, ideal as a guest room or home of"
22|alexandria|07920,22 Alexandria Way,07920,Basking Ridge,1,22604522,2026-02-20,2026-07-13,2026-07-17,425000,425000,4,active,,,1,1.0,950,436,1987,Condo,40.661268,-74.543935,https://www.realtor.com/realestateandhomes-detail/22-Alexandria-Way_Basking-Ridge_NJ_07920_M58231-02171,https://ap.rdcpix.com/d5e3ff731d29e82a8a51288a111f8278l-m1231309452od-w480_h360_x2.webp?w=1080&q=75,PENDING,146,"Welcome to this beautiful and spacious 1 BR 1 full bath unit in the Jackson Village section of the Spring Ridge Community. As you enter through the front door you are greeted by an open concept living room, dining room and kitchen all cloaked with neutral luxury vinyl plank flooring making the space feel large and cohesive.The kitchen is stunning with a S/S appliance package, subway tile back splash and modern two tone shaker style cabinets. Off of that is a cozy den space with a lovely fire place. The bedroom is spacious and includes an ample sized walk-in closet. There is no shortage of storage with this unit as it also includes a 1 car garage as well an unfinished basement space! The unit also includes a porch that you can get to through lovely sliding glass doors in the living room"
